"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step+Adaptive Lasso",0.05,10000,1000,221,10,0.346657204824406,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,221,10,0.0156205278187294,NA,NA
"glmnet",0.05,10000,1000,221,10,0.0312776885106594,1,0
"two-step",0.05,10000,1000,222,10,0.194713088443884,1,0.0333333333333333
"two-step+Adaptive Lasso",0.05,10000,1000,222,10,0.445951079790606,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,222,10,0.00990778144251162,NA,NA
"glmnet",0.05,10000,1000,222,10,0.0282418859204556,1,0
"two-step",0.05,10000,1000,223,10,0.112654688994271,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,223,10,0.263234465474633,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,223,10,0.0142720589495676,NA,NA
"glmnet",0.05,10000,1000,223,10,0.0247739444827094,1,0
"two-step",0.05,10000,1000,224,10,0.146676430113596,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,224,10,0.275189951290651,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,224,10,0.0191274428783721,NA,NA
"glmnet",0.05,10000,1000,224,10,0.0295325888130843,1,0
"two-step",0.05,10000,1000,225,10,0.155832707950855,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,225,10,0.220240868082452,1,0.00202020202020202
"two-step oracle",0.05,10000,1000,225,10,0.0165055692715285,NA,NA
"glmnet",0.05,10000,1000,225,10,0.0298482127436715,1,0
"two-step",0.05,10000,1000,226,10,0.185589181362484,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,226,10,0.352271382099678,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,226,10,0.0168614184237466,NA,NA
"glmnet",0.05,10000,1000,226,10,0.0296035652750012,1,0
"two-step",0.05,10000,1000,22,10,0.159956683450871,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,22,10,0.300010614757546,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,22,10,0.0119398118676521,NA,NA
"glmnet",0.05,10000,1000,22,10,0.0291619235590665,1,0
"two-step",0.05,10000,1000,230,10,0.0825032558753404,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,230,10,0.122947851634593,1,0
"two-step oracle",0.05,10000,1000,230,10,0.0192291867461278,NA,NA
"glmnet",0.05,10000,1000,230,10,0.0324826119872185,1,0
"two-step",0.05,10000,1000,233,10,0.15029492024587,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,233,10,0.262959590776174,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,233,10,0.0144456025193437,NA,NA
"glmnet",0.05,10000,1000,233,10,0.0286937153435053,1,0
"two-step",0.05,10000,1000,234,10,0.12676531570391,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,234,10,0.278993176195144,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,234,10,0.0141880855760173,NA,NA
"glmnet",0.05,10000,1000,234,10,0.0343582240452555,1,0
"two-step",0.05,10000,1000,235,10,0.180913530409726,1,0.0262626262626263
"two-step+Adaptive Lasso",0.05,10000,1000,235,10,0.378551331590317,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,235,10,0.0163866584682832,NA,NA
"glmnet",0.05,10000,1000,235,10,0.0388945656457148,1,0
"two-step",0.05,10000,1000,239,10,0.138567929639659,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,239,10,0.231247369756201,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,239,10,0.0187937143508174,NA,NA
"glmnet",0.05,10000,1000,239,10,0.0255508260637971,1,0
"two-step",0.05,10000,1000,23,10,0.149481826263761,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,23,10,0.235561068507434,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,23,10,0.0217505222598918,NA,NA
"glmnet",0.05,10000,1000,23,10,0.0329988975900235,1,0
"two-step",0.05,10000,1000,240,10,0.130319248914865,1,0.0282828282828283
"two-step+Adaptive Lasso",0.05,10000,1000,240,10,0.427605770927812,1,0.0262626262626263
"two-step oracle",0.05,10000,1000,240,10,0.0112200421867107,NA,NA
"glmnet",0.05,10000,1000,240,10,0.0218115841925544,1,0
"two-step",0.05,10000,1000,241,10,0.143241842598212,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,241,10,0.317526937125524,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,241,10,0.0155271229296197,NA,NA
"glmnet",0.05,10000,1000,241,10,0.0343354472205877,1,0
"two-step",0.05,10000,1000,242,10,0.091694033639516,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,242,10,0.276884482960435,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,242,10,0.0138855159173937,NA,NA
"glmnet",0.05,10000,1000,242,10,0.0258480134222835,1,0
"two-step",0.05,10000,1000,243,10,0.18745379815087,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,243,10,0.237763171048114,1,0
"two-step oracle",0.05,10000,1000,243,10,0.0109557596912748,NA,NA
"glmnet",0.05,10000,1000,243,10,0.0221433462589807,1,0
"two-step",0.05,10000,1000,244,10,0.193371324823937,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,244,10,0.401384443136331,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,244,10,0.0118759017623188,NA,NA
"glmnet",0.05,10000,1000,244,10,0.0271695821853805,1,0
"two-step",0.05,10000,1000,245,10,0.143815249329191,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,245,10,0.217763907006072,1,0
"two-step oracle",0.05,10000,1000,245,10,0.0134873874807248,NA,NA
"glmnet",0.05,10000,1000,245,10,0.0293992748613775,1,0
"two-step",0.05,10000,1000,246,10,0.183008769724785,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,246,10,0.367669190150161,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,246,10,0.00989771471804888,NA,NA
"glmnet",0.05,10000,1000,246,10,0.0238732490274873,1,0
"two-step",0.05,10000,1000,247,10,0.111447209952344,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,247,10,0.252451058187693,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,247,10,0.0109653058179018,NA,NA
"glmnet",0.05,10000,1000,247,10,0.0249815084724108,1,0
"two-step",0.05,10000,1000,248,10,0.137434389707042,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,248,10,0.33699307615414,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,248,10,0.011017957894039,NA,NA
"glmnet",0.05,10000,1000,248,10,0.0258681605150371,1,0
"two-step",0.05,10000,1000,24,10,0.147991669757685,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,24,10,0.326303855496037,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,24,10,0.00736984589202474,NA,NA
"glmnet",0.05,10000,1000,24,10,0.0317253438219769,1,0
"two-step",0.05,10000,1000,251,10,0.185057943735859,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,251,10,0.379622299051506,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,251,10,0.0123213378092684,NA,NA
"glmnet",0.05,10000,1000,251,10,0.0254645202367975,1,0
"two-step",0.05,10000,1000,258,10,0.175367341328285,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,258,10,0.19075856220512,1,0
"two-step oracle",0.05,10000,1000,258,10,0.0168442308246508,NA,NA
"glmnet",0.05,10000,1000,258,10,0.0270283494307356,1,0
"two-step",0.05,10000,1000,25,10,0.0952189205479539,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,25,10,0.162996455853815,1,0
"two-step oracle",0.05,10000,1000,25,10,0.0124462891330149,NA,NA
"glmnet",0.05,10000,1000,25,10,0.0271677005333227,1,0
"two-step",0.05,10000,1000,260,10,0.14915887035281,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,10000,1000,260,10,0.403489019678221,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,260,10,0.0163936592003842,NA,NA
"glmnet",0.05,10000,1000,260,10,0.0225491646164775,1,0
"two-step",0.05,10000,1000,261,10,0.142753724691633,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,261,10,0.348396811806285,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,261,10,0.0123655327450228,NA,NA
"glmnet",0.05,10000,1000,261,10,0.0262114102037169,1,0
"two-step",0.05,10000,1000,262,10,0.11395109550091,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,262,10,0.22227913184283,1,0.00404040404040404
"two-step oracle",0.05,10000,1000,262,10,0.00905673635436513,NA,NA
"glmnet",0.05,10000,1000,262,10,0.0275652146696921,1,0
"two-step",0.05,10000,1000,263,10,0.149470902212292,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,263,10,0.208018225846569,1,0
"two-step oracle",0.05,10000,1000,263,10,0.0116284727184043,NA,NA
"glmnet",0.05,10000,1000,263,10,0.0227893890479747,1,0
"two-step",0.05,10000,1000,264,10,0.136129186550407,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,264,10,0.26501101353047,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,264,10,0.0100068472781358,NA,NA
"glmnet",0.05,10000,1000,264,10,0.0280436839121019,1,0
"two-step",0.05,10000,1000,26,10,0.134306606071033,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,26,10,0.249157366348627,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,26,10,0.0207667321682468,NA,NA
"glmnet",0.05,10000,1000,26,10,0.0312955379817375,1,0
"two-step",0.05,10000,1000,270,10,0.121863061976613,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,270,10,0.202357023562051,1,0.00404040404040404
"two-step oracle",0.05,10000,1000,270,10,0.0134862835804785,NA,NA
"glmnet",0.05,10000,1000,270,10,0.0334785588469775,1,0
"two-step",0.05,10000,1000,271,10,0.189647215693432,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,271,10,0.292973311061538,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,271,10,0.0138658794160162,NA,NA
"glmnet",0.05,10000,1000,271,10,0.0278987284348477,1,0
"two-step",0.05,10000,1000,272,10,0.24159367261257,1,0.0373737373737374
"two-step+Adaptive Lasso",0.05,10000,1000,272,10,0.504409061965689,1,0.0343434343434343
"two-step oracle",0.05,10000,1000,272,10,0.0163136002004946,NA,NA
"glmnet",0.05,10000,1000,272,10,0.02351454549807,1,0
"two-step",0.05,10000,1000,273,10,0.101430924467697,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,273,10,0.277546356695252,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,273,10,0.0129230583386788,NA,NA
"glmnet",0.05,10000,1000,273,10,0.0357195217236333,1,0
"two-step",0.05,10000,1000,274,10,0.192710067403845,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,274,10,0.238341044273013,1,0
"two-step oracle",0.05,10000,1000,274,10,0.016282438708634,NA,NA
"glmnet",0.05,10000,1000,274,10,0.0270067557110289,1,0
"two-step",0.05,10000,1000,278,10,0.110776060508401,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,278,10,0.186004056842012,1,0
"two-step oracle",0.05,10000,1000,278,10,0.014291698510327,NA,NA
"glmnet",0.05,10000,1000,278,10,0.0291226068201697,1,0
"two-step",0.05,10000,1000,279,10,0.0774157036246845,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,279,10,0.249230242112074,1,0.00404040404040404
"two-step oracle",0.05,10000,1000,279,10,0.0192639319255406,NA,NA
"glmnet",0.05,10000,1000,279,10,0.0319899753103572,1,0
"two-step",0.05,10000,1000,27,10,0.140794954380404,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,27,10,0.310824829075635,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,27,10,0.015644299163281,NA,NA
"glmnet",0.05,10000,1000,27,10,0.0332936938373922,1,0
"two-step",0.05,10000,1000,280,10,0.147980484495036,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,280,10,0.245376691141145,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,280,10,0.0131219815731872,NA,NA
"glmnet",0.05,10000,1000,280,10,0.0233895833844591,1,0
"two-step",0.05,10000,1000,282,10,0.171144703982067,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,282,10,0.245289981515441,1,0
"two-step oracle",0.05,10000,1000,282,10,0.0204878270261994,NA,NA
"glmnet",0.05,10000,1000,282,10,0.0285526178961439,1,0
"two-step",0.05,10000,1000,283,10,0.119041016788687,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,283,10,0.188533559413161,1,0
"two-step oracle",0.05,10000,1000,283,10,0.0209610427298233,NA,NA
"glmnet",0.05,10000,1000,283,10,0.0316024429671602,1,0
"two-step",0.05,10000,1000,286,10,0.196534657515737,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,286,10,0.3766423719049,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,286,10,0.0107783367054893,NA,NA
"glmnet",0.05,10000,1000,286,10,0.0282095519281274,1,0
"two-step",0.05,10000,1000,287,10,0.0944512423273595,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,287,10,0.160846295160732,1,0
"two-step oracle",0.05,10000,1000,287,10,0.0150098809471815,NA,NA
"glmnet",0.05,10000,1000,287,10,0.0304126181604808,1,0
"two-step",0.05,10000,1000,288,10,0.101581924717696,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,288,10,0.240342337799191,1,0.00404040404040404
"two-step oracle",0.05,10000,1000,288,10,0.0107535991217242,NA,NA
"glmnet",0.05,10000,1000,288,10,0.0216019447546017,1,0
"two-step",0.05,10000,1000,289,10,0.129449352645863,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,289,10,0.281927350168301,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,289,10,0.00873288401031764,NA,NA
"glmnet",0.05,10000,1000,289,10,0.029915123837824,1,0
"two-step",0.05,10000,1000,28,10,0.144309060473609,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,28,10,0.269620432435254,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,28,10,0.00703698569347829,NA,NA
"glmnet",0.05,10000,1000,28,10,0.0290969789940081,1,0
"two-step",0.05,10000,1000,292,10,0.105629644532529,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,292,10,0.16759880213971,1,0
"two-step oracle",0.05,10000,1000,292,10,0.0165640189358343,NA,NA
"glmnet",0.05,10000,1000,292,10,0.0312213227272051,1,0
"two-step",0.05,10000,1000,293,10,0.138700558906155,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,293,10,0.196815583812191,1,0
"two-step oracle",0.05,10000,1000,293,10,0.0137859395330671,NA,NA
"glmnet",0.05,10000,1000,293,10,0.0302333016357481,1,0
"two-step",0.05,10000,1000,298,10,0.118027934473308,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,298,10,0.186545226962022,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,298,10,0.010488764621284,NA,NA
"glmnet",0.05,10000,1000,298,10,0.0336943264567116,1,0
"two-step",0.05,10000,1000,299,10,0.155609141305714,1,0.0242424242424242
"two-step+Adaptive Lasso",0.05,10000,1000,299,10,0.416011811729567,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,299,10,0.0134771245281542,NA,NA
"glmnet",0.05,10000,1000,299,10,0.0265524988683546,1,0
"two-step",0.05,10000,1000,29,10,0.200054186520963,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,29,10,0.302697078770031,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,29,10,0.0115827894466758,NA,NA
"glmnet",0.05,10000,1000,29,10,0.0246469597158096,1,0
"two-step",0.05,10000,1000,2,10,0.104668195848424,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,2,10,0.263458996946235,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,2,10,0.0136509403035716,NA,NA
"glmnet",0.05,10000,1000,2,10,0.025063038211327,1,0
"two-step",0.05,10000,1000,301,10,0.138858468737969,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,301,10,0.352287449345577,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,301,10,0.0149357949496575,NA,NA
"glmnet",0.05,10000,1000,301,10,0.027471979340004,1,0
"two-step",0.05,10000,1000,302,10,0.128663302900864,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,302,10,0.287482038959474,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,302,10,0.0174248401776906,NA,NA
"glmnet",0.05,10000,1000,302,10,0.0294071134995318,1,0
"two-step",0.05,10000,1000,303,10,0.155274569258258,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,303,10,0.365997290154464,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,303,10,0.0139956736477761,NA,NA
"glmnet",0.05,10000,1000,303,10,0.0330817291927977,1,0
"two-step",0.05,10000,1000,304,10,0.247377373024954,1,0.0333333333333333
"two-step+Adaptive Lasso",0.05,10000,1000,304,10,0.490634742726454,1,0.0303030303030303
"two-step oracle",0.05,10000,1000,304,10,0.0142730464088173,NA,NA
"glmnet",0.05,10000,1000,304,10,0.0234112960999073,1,0
"two-step",0.05,10000,1000,305,10,0.190912343676499,1,0.0363636363636364
"two-step+Adaptive Lasso",0.05,10000,1000,305,10,0.436768988059769,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,305,10,0.0135726855382939,NA,NA
"glmnet",0.05,10000,1000,305,10,0.0314593554121558,1,0
"two-step",0.05,10000,1000,306,10,0.191153323022958,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,306,10,0.347708680207614,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,306,10,0.0102827251797252,NA,NA
"glmnet",0.05,10000,1000,306,10,0.0303660868671653,1,0
"two-step",0.05,10000,1000,307,10,0.12501674453905,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,307,10,0.206805890964739,1,0
"two-step oracle",0.05,10000,1000,307,10,0.0200099106698363,NA,NA
"glmnet",0.05,10000,1000,307,10,0.0293126035355798,1,0
"two-step",0.05,10000,1000,308,10,0.229831691515702,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,308,10,0.353584982276307,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,308,10,0.0131737149434507,NA,NA
"glmnet",0.05,10000,1000,308,10,0.0296317566972768,1,0
"two-step",0.05,10000,1000,309,10,0.163515447912961,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,309,10,0.293962007466373,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,309,10,0.0122145442455558,NA,NA
"glmnet",0.05,10000,1000,309,10,0.0315555692541319,1,0
"two-step",0.05,10000,1000,30,10,0.153567337639541,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,30,10,0.334667617196796,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,30,10,0.0140149822580816,NA,NA
"glmnet",0.05,10000,1000,30,10,0.0264638725350195,1,0
"two-step",0.05,10000,1000,313,10,0.134809446907032,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,313,10,0.246058229014242,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,313,10,0.0148560959188317,NA,NA
"glmnet",0.05,10000,1000,313,10,0.0375741511259527,1,0
"two-step",0.05,10000,1000,314,10,0.162245617952813,1,0.0282828282828283
"two-step+Adaptive Lasso",0.05,10000,1000,314,10,0.422730728653572,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,314,10,0.0201002722183585,NA,NA
"glmnet",0.05,10000,1000,314,10,0.034799283706952,1,0
"two-step",0.05,10000,1000,315,10,0.133724024769779,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,315,10,0.191956157120297,1,0
"two-step oracle",0.05,10000,1000,315,10,0.00724774318869338,NA,NA
"glmnet",0.05,10000,1000,315,10,0.0248309119413536,1,0
"two-step",0.05,10000,1000,317,10,0.13754828802563,1,0.0292929292929293
"two-step+Adaptive Lasso",0.05,10000,1000,317,10,0.395308359816378,1,0.0282828282828283
"two-step oracle",0.05,10000,1000,317,10,0.00817160893923173,NA,NA
"glmnet",0.05,10000,1000,317,10,0.0304067373837302,1,0
"two-step",0.05,10000,1000,319,10,0.175281935645629,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,319,10,0.39196051748663,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,319,10,0.0183040005803631,NA,NA
"glmnet",0.05,10000,1000,319,10,0.0350997531445649,1,0
"two-step",0.05,10000,1000,31,10,0.0896771093731612,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,31,10,0.136966257799263,1,0
"two-step oracle",0.05,10000,1000,31,10,0.0139574520769093,NA,NA
"glmnet",0.05,10000,1000,31,10,0.0316391921962434,1,0
"two-step",0.05,10000,1000,320,10,0.102419463235615,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,320,10,0.276596430237435,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,320,10,0.0210775619797262,NA,NA
"glmnet",0.05,10000,1000,320,10,0.0327687004748186,1,0
"two-step",0.05,10000,1000,322,10,0.189349878223696,1,0
"two-step+Adaptive Lasso",0.05,10000,1000,322,10,0.230592216827606,1,0
"two-step oracle",0.05,10000,1000,322,10,0.0118848036755049,NA,NA
"glmnet",0.05,10000,1000,322,10,0.0267070661920062,1,0
"two-step",0.05,10000,1000,323,10,0.142050520419726,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,323,10,0.293938189002967,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,323,10,0.0137315278141569,NA,NA
