"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step+Adaptive Lasso",0.05,10000,1000,391,10,0.213390766822481,1,0.0252525252525253
"two-step oracle",0.05,10000,1000,391,10,0.0132029860988843,NA,NA
"glmnet",0.05,10000,1000,391,10,0.0572530896691627,1,0
"two-step",0.05,10000,1000,393,10,0.0475149108366203,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,393,10,0.247574134143637,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,393,10,0.00797609702393864,NA,NA
"glmnet",0.05,10000,1000,393,10,0.0376893765887955,1,0.00101010101010101
"two-step",0.05,10000,1000,394,10,0.0717099346782011,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,394,10,0.332431463047451,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,394,10,0.00961811570562531,NA,NA
"glmnet",0.05,10000,1000,394,10,0.0408476423452017,1,0
"two-step",0.05,10000,1000,395,10,0.0579394635642156,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,395,10,0.266941759134386,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,395,10,0.0107291684309908,NA,NA
"glmnet",0.05,10000,1000,395,10,0.0486530614639343,1,0
"two-step",0.05,10000,1000,396,10,0.0480923181585868,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,396,10,0.267582749163675,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,396,10,0.0135649830689327,NA,NA
"glmnet",0.05,10000,1000,396,10,0.0467046664319717,1,0
"two-step",0.05,10000,1000,397,10,0.062321054848891,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,397,10,0.271762586543595,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,397,10,0.0119105113439509,NA,NA
"glmnet",0.05,10000,1000,397,10,0.04715528205257,1,0
"two-step",0.05,10000,1000,398,10,0.0647088638072728,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,398,10,0.290635339732749,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,398,10,0.00998188473071023,NA,NA
"glmnet",0.05,10000,1000,398,10,0.0456552935266101,1,0
"two-step",0.05,10000,1000,399,10,0.0480981550299576,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,399,10,0.248252128157391,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,399,10,0.00680664773372791,NA,NA
"glmnet",0.05,10000,1000,399,10,0.0432430901664099,1,0
"two-step",0.05,10000,1000,39,10,0.0293785251764669,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,39,10,0.158403344419081,1,0
"two-step oracle",0.05,10000,1000,39,10,0.00708168581596062,NA,NA
"glmnet",0.05,10000,1000,39,10,0.0438109289095367,1,0
"two-step",0.05,10000,1000,3,10,0.071551213353267,1,0.0383838383838384
"two-step+Adaptive Lasso",0.05,10000,1000,3,10,0.371068344578403,1,0.0353535353535354
"two-step oracle",0.05,10000,1000,3,10,0.00757766132914653,NA,NA
"glmnet",0.05,10000,1000,3,10,0.0415577155192023,1,0
"two-step",0.05,10000,1000,400,10,0.0711095484972888,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,400,10,0.280572268984508,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,400,10,0.0100660152890709,NA,NA
"glmnet",0.05,10000,1000,400,10,0.0512065100725006,1,0
"two-step",0.05,10000,1000,402,10,0.117361225169767,1,0.0363636363636364
"two-step+Adaptive Lasso",0.05,10000,1000,402,10,0.427379338092878,1,0.0343434343434343
"two-step oracle",0.05,10000,1000,402,10,0.0108649452617711,NA,NA
"glmnet",0.05,10000,1000,402,10,0.039962182962948,1,0
"two-step",0.05,10000,1000,403,10,0.0259702601694951,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,403,10,0.224225697931264,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,403,10,0.0104062196339499,NA,NA
"glmnet",0.05,10000,1000,403,10,0.0514840961435148,1,0
"two-step",0.05,10000,1000,404,10,0.070695437646649,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,404,10,0.213872612086613,1,0
"two-step oracle",0.05,10000,1000,404,10,0.0102930770852677,NA,NA
"glmnet",0.05,10000,1000,404,10,0.0554077828909974,1,0
"two-step",0.05,10000,1000,405,10,0.0710516736827301,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,405,10,0.315191231814163,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,405,10,0.00666958446208784,NA,NA
"glmnet",0.05,10000,1000,405,10,0.0460629074675732,1,0
"two-step",0.05,10000,1000,406,10,0.0751836402659059,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,406,10,0.297292637456003,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,406,10,0.00874438852640895,NA,NA
"glmnet",0.05,10000,1000,406,10,0.0394630526962578,1,0
"two-step",0.05,10000,1000,407,10,0.0735818368446195,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,407,10,0.313795480520784,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,407,10,0.010606077997228,NA,NA
"glmnet",0.05,10000,1000,407,10,0.0416628655408263,1,0
"two-step",0.05,10000,1000,40,10,0.101041150562318,1,0.0464646464646465
"two-step+Adaptive Lasso",0.05,10000,1000,40,10,0.444330891776784,1,0.0454545454545455
"two-step oracle",0.05,10000,1000,40,10,0.0177285601452451,NA,NA
"glmnet",0.05,10000,1000,40,10,0.0422208118015402,1,0
"two-step",0.05,10000,1000,410,10,0.0385227371705192,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,410,10,0.225651271138256,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,410,10,0.0100127458411987,NA,NA
"glmnet",0.05,10000,1000,410,10,0.0463973664919531,1,0
"two-step",0.05,10000,1000,411,10,0.105211126921408,1,0.0454545454545455
"two-step+Adaptive Lasso",0.05,10000,1000,411,10,0.424233947259912,1,0.0444444444444444
"two-step oracle",0.05,10000,1000,411,10,0.00794390274189982,NA,NA
"glmnet",0.05,10000,1000,411,10,0.0568138325713583,1,0
"two-step",0.05,10000,1000,412,10,0.0644787451464919,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,412,10,0.323410401526899,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,412,10,0.00473981614173321,NA,NA
"glmnet",0.05,10000,1000,412,10,0.0386766066553594,1,0
"two-step",0.05,10000,1000,413,10,0.0855497896001571,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,413,10,0.365124295408965,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,413,10,0.00845394255994611,NA,NA
"glmnet",0.05,10000,1000,413,10,0.0433475913076376,1,0
"two-step",0.05,10000,1000,418,10,0.0662427048266495,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,418,10,0.302867670991837,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,418,10,0.0107411018730344,NA,NA
"glmnet",0.05,10000,1000,418,10,0.0453366745572057,1,0
"two-step",0.05,10000,1000,419,10,0.0513865365370748,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,419,10,0.220842421942353,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,419,10,0.0100727546872715,NA,NA
"glmnet",0.05,10000,1000,419,10,0.0549310846453261,1,0
"two-step",0.05,10000,1000,41,10,0.0435243859978423,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,41,10,0.279068026500416,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,41,10,0.0120034109107664,NA,NA
"glmnet",0.05,10000,1000,41,10,0.0485057646353214,1,0
"two-step",0.05,10000,1000,420,10,0.125822150649684,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,420,10,0.447723724407022,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,420,10,0.00802828982253439,NA,NA
"glmnet",0.05,10000,1000,420,10,0.0387264637608942,1,0
"two-step",0.05,10000,1000,421,10,0.0766478363891663,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,421,10,0.233652261984333,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,421,10,0.014365505835365,NA,NA
"glmnet",0.05,10000,1000,421,10,0.0450634552733681,1,0.00101010101010101
"two-step",0.05,10000,1000,422,10,0.0799297986765756,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,422,10,0.345391929830068,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,422,10,0.0122535507378804,NA,NA
"glmnet",0.05,10000,1000,422,10,0.0342387811709518,1,0.00101010101010101
"two-step",0.05,10000,1000,423,10,0.0556492303467262,1,0.0242424242424242
"two-step+Adaptive Lasso",0.05,10000,1000,423,10,0.296152156894272,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,423,10,0.00911253525430601,NA,NA
"glmnet",0.05,10000,1000,423,10,0.0485565082342196,1,0
"two-step",0.05,10000,1000,425,10,0.077419781027322,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,425,10,0.302652119807022,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,425,10,0.011720555993936,NA,NA
"glmnet",0.05,10000,1000,425,10,0.0365266369737195,1,0
"two-step",0.05,10000,1000,426,10,0.0604703716924086,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,426,10,0.216245587337498,1,0
"two-step oracle",0.05,10000,1000,426,10,0.0131664521414313,NA,NA
"glmnet",0.05,10000,1000,426,10,0.0429043473066928,1,0
"two-step",0.05,10000,1000,427,10,0.0428713880965495,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,427,10,0.237273348120588,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,427,10,0.00897099872699147,NA,NA
"glmnet",0.05,10000,1000,427,10,0.0438844121221731,1,0
"two-step",0.05,10000,1000,428,10,0.0505120666057437,1,0.0303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,428,10,0.287433202845663,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,428,10,0.0064004170586501,NA,NA
"glmnet",0.05,10000,1000,428,10,0.0504906338604432,1,0
"two-step",0.05,10000,1000,429,10,0.119130987973118,1,0.0393939393939394
"two-step+Adaptive Lasso",0.05,10000,1000,429,10,0.441157159123785,1,0.0383838383838384
"two-step oracle",0.05,10000,1000,429,10,0.00943201405643698,NA,NA
"glmnet",0.05,10000,1000,429,10,0.0391257936801114,1,0.00101010101010101
"two-step",0.05,10000,1000,42,10,0.065624717435089,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,42,10,0.297767004673782,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,42,10,0.00741877447023763,NA,NA
"glmnet",0.05,10000,1000,42,10,0.0429435889972575,1,0
"two-step",0.05,10000,1000,430,10,0.0332561727861603,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,430,10,0.220992663722847,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,430,10,0.00701837307544034,NA,NA
"glmnet",0.05,10000,1000,430,10,0.0503610482871825,1,0
"two-step",0.05,10000,1000,435,10,0.0768767068007935,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,435,10,0.318179708093513,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,435,10,0.0104471807560532,NA,NA
"glmnet",0.05,10000,1000,435,10,0.0400315422966589,1,0
"two-step",0.05,10000,1000,437,10,0.0578681381072656,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,437,10,0.303412689349595,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,437,10,0.0116632429779032,NA,NA
"glmnet",0.05,10000,1000,437,10,0.0390407765201024,1,0
"two-step",0.05,10000,1000,438,10,0.119483941319611,1,0.0333333333333333
"two-step+Adaptive Lasso",0.05,10000,1000,438,10,0.45405263214813,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,438,10,0.0126054388495197,NA,NA
"glmnet",0.05,10000,1000,438,10,0.0447551441658535,1,0
"two-step",0.05,10000,1000,439,10,0.105153869183319,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,439,10,0.387097289750021,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,439,10,0.00885606781250943,NA,NA
"glmnet",0.05,10000,1000,439,10,0.0404819834062783,1,0
"two-step",0.05,10000,1000,43,10,0.115933797826323,1,0.0333333333333333
"two-step+Adaptive Lasso",0.05,10000,1000,43,10,0.416184336867094,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,43,10,0.00596854323826894,NA,NA
"glmnet",0.05,10000,1000,43,10,0.0444603475518204,1,0
"two-step",0.05,10000,1000,440,10,0.0508179551711421,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,440,10,0.193781361172291,1,0
"two-step oracle",0.05,10000,1000,440,10,0.00872642106689317,NA,NA
"glmnet",0.05,10000,1000,440,10,0.0385926664001761,1,0
"two-step",0.05,10000,1000,445,10,0.0421729935558537,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,445,10,0.21730054666604,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,445,10,0.0143061420621059,NA,NA
"glmnet",0.05,10000,1000,445,10,0.0454027865948717,1,0
"two-step",0.05,10000,1000,446,10,0.115689161651064,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,10000,1000,446,10,0.418041348939196,1,0.0353535353535354
"two-step oracle",0.05,10000,1000,446,10,0.0111184866604943,NA,NA
"glmnet",0.05,10000,1000,446,10,0.0389656973449007,1,0.00202020202020202
"two-step",0.05,10000,1000,449,10,0.065923252182225,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,449,10,0.241574158153901,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,449,10,0.0101361558754914,NA,NA
"glmnet",0.05,10000,1000,449,10,0.0432229765292372,1,0
"two-step",0.05,10000,1000,44,10,0.0761934306314578,1,0.0262626262626263
"two-step+Adaptive Lasso",0.05,10000,1000,44,10,0.356840374696898,1,0.0262626262626263
"two-step oracle",0.05,10000,1000,44,10,0.00956815331894855,NA,NA
"glmnet",0.05,10000,1000,44,10,0.0486572729189422,1,0
"two-step",0.05,10000,1000,450,10,0.0571619453990052,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,450,10,0.275017811266761,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,450,10,0.011560879598266,NA,NA
"glmnet",0.05,10000,1000,450,10,0.0529932875054648,1,0
"two-step",0.05,10000,1000,453,10,0.0388941375814512,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,453,10,0.235618666654303,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,453,10,0.00959896042338756,NA,NA
"glmnet",0.05,10000,1000,453,10,0.0419532766877691,1,0.00101010101010101
"two-step",0.05,10000,1000,454,10,0.0281963202424614,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,454,10,0.14247371869197,1,0
"two-step oracle",0.05,10000,1000,454,10,0.00529929629458895,NA,NA
"glmnet",0.05,10000,1000,454,10,0.0509061161760893,1,0
"two-step",0.05,10000,1000,458,10,0.0628128751835811,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,458,10,0.273702059543008,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,458,10,0.0117554503944225,NA,NA
"glmnet",0.05,10000,1000,458,10,0.0448180282563296,1,0
"two-step",0.05,10000,1000,459,10,0.0863344712230489,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,459,10,0.331731392435886,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,459,10,0.0131902777718173,NA,NA
"glmnet",0.05,10000,1000,459,10,0.0514180121800659,1,0
"two-step",0.05,10000,1000,45,10,0.0913731654458156,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,45,10,0.318168660083026,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,45,10,0.00800201906019273,NA,NA
"glmnet",0.05,10000,1000,45,10,0.0449259874994046,1,0
"two-step",0.05,10000,1000,460,10,0.11352989991196,1,0.0252525252525253
"two-step+Adaptive Lasso",0.05,10000,1000,460,10,0.41146930247564,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,460,10,0.0111847966962217,NA,NA
"glmnet",0.05,10000,1000,460,10,0.0456821513598165,1,0
"two-step",0.05,10000,1000,461,10,0.0334998755236768,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,461,10,0.230996936157455,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,461,10,0.00522598717228496,NA,NA
"glmnet",0.05,10000,1000,461,10,0.0465067204834845,1,0
"two-step",0.05,10000,1000,462,10,0.0654746253081452,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,462,10,0.296447363642589,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,462,10,0.0093608119149833,NA,NA
"glmnet",0.05,10000,1000,462,10,0.0451090891111742,1,0
"two-step",0.05,10000,1000,463,10,0.0508422439905971,1,0.0252525252525253
"two-step+Adaptive Lasso",0.05,10000,1000,463,10,0.301869753517817,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,463,10,0.0111930678830104,NA,NA
"glmnet",0.05,10000,1000,463,10,0.0435816200748354,1,0
"two-step",0.05,10000,1000,464,10,0.0891092096270863,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,464,10,0.365292636044748,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,464,10,0.0112356617297135,NA,NA
"glmnet",0.05,10000,1000,464,10,0.0399030006284046,1,0
"two-step",0.05,10000,1000,465,10,0.0772008192083006,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,465,10,0.329870475652232,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,465,10,0.0100395897625463,NA,NA
"glmnet",0.05,10000,1000,465,10,0.0513853860009451,1,0
"two-step",0.05,10000,1000,466,10,0.07399705863733,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,466,10,0.290639281134593,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,466,10,0.00838187379224447,NA,NA
"glmnet",0.05,10000,1000,466,10,0.0481586687078677,1,0
"two-step",0.05,10000,1000,46,10,0.0436429406786281,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,46,10,0.250546974075329,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,46,10,0.0121513819438591,NA,NA
"glmnet",0.05,10000,1000,46,10,0.0501426073457587,1,0
"two-step",0.05,10000,1000,472,10,0.1009686733029,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,10000,1000,472,10,0.379529237947815,1,0.0333333333333333
"two-step oracle",0.05,10000,1000,472,10,0.0115359418703259,NA,NA
"glmnet",0.05,10000,1000,472,10,0.0320987448680477,1,0.00505050505050505
"two-step",0.05,10000,1000,47,10,0.0748708518816378,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,47,10,0.323479546789751,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,47,10,0.00991469065709102,NA,NA
"glmnet",0.05,10000,1000,47,10,0.0454121657626188,1,0
"two-step",0.05,10000,1000,48,10,0.0601335435207203,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,48,10,0.287837231820549,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,48,10,0.00755616290451086,NA,NA
"glmnet",0.05,10000,1000,48,10,0.051476984301366,1,0
"two-step",0.05,10000,1000,497,10,0.0540906310579789,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,497,10,0.282538498686928,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,497,10,0.00800611167227063,NA,NA
"glmnet",0.05,10000,1000,497,10,0.0496217614716382,1,0
"two-step",0.05,10000,1000,498,10,0.0489443820526083,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,498,10,0.221884372923338,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,498,10,0.0111523641568169,NA,NA
"glmnet",0.05,10000,1000,498,10,0.0474464772942434,1,0.00101010101010101
"two-step",0.05,10000,1000,499,10,0.0919046445475159,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,499,10,0.35143495569436,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,499,10,0.0135060150412422,NA,NA
"glmnet",0.05,10000,1000,499,10,0.0499280069077267,1,0
"two-step",0.05,10000,1000,49,10,0.031249892403401,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,49,10,0.129667958866229,1,0
"two-step oracle",0.05,10000,1000,49,10,0.0103366477864095,NA,NA
"glmnet",0.05,10000,1000,49,10,0.0520686947658647,1,0
"two-step",0.05,10000,1000,4,10,0.0561457563513605,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,4,10,0.253745038037455,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,4,10,0.0063432211414394,NA,NA
"glmnet",0.05,10000,1000,4,10,0.0517293237514141,1,0
"two-step",0.05,10000,1000,500,10,0.0719158160438629,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,500,10,0.323475106851808,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,500,10,0.0136935873687703,NA,NA
"glmnet",0.05,10000,1000,500,10,0.0426464924090295,1,0
"two-step",0.05,10000,1000,50,10,0.0892859380013205,1,0.0292929292929293
"two-step+Adaptive Lasso",0.05,10000,1000,50,10,0.346662104144932,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,50,10,0.00820607813662157,NA,NA
"glmnet",0.05,10000,1000,50,10,0.0444603920778754,1,0
"two-step",0.05,10000,1000,51,10,0.0433617394131904,1,0.0151515151515152
